R_610nm,S_680nm,T_730nm,U_760nm,V_810nm,W_860nm,DATE,location,weight,height,HU
5446.29419,6778.911865,10169.76612,12001.62842,32131.19727,29924.71582,7,mit+bot,58.69,0.69,83.2484
5473.515625,7589.67529,11317.86621,13345.20997,34314.44141,32499.08203,7,mit+bot,59.04,0.6,76.9578
5909.723635,7446.79053,11022.47852,12936.04785,34401.93165,32161.83203,7,mit+bot,59.04,0.73,85.6289
6083.011965,7751.503175,11412.55469,13358.42432,34556.29883,32956.29883,7,mit+bot,58.76,0.67,81.9295
5781.583495,7154.525875,10926.2461,12816.64991,35125.49024,32679.64258,7,mit+bot,59.53,0.67,81.6849
5810.132815,7248.69995,10950.43262,12687.81348,34619.14942,32249.35742,7,mit+bot,61.73,0.65,79.6223
6112.225095,7552.330565,11144.95655,12945.48633,33948.38868,31470.80469,7,mit+bot,60,0.6,76.6167
5033.987795,7414.31665,11237.07227,13211.6543,34108.28516,32183.86622,7,mit+bot,59.11,0.68,82.4734
5968.814455,7794.80176,11103.27246,13254.12793,33820.16797,32455.62501,7,mit+bot,60,0.69,82.8447
5997.36377,8015.62402,11667.80274,13718.03418,34347.62696,32384.0127,7,mit+bot,60.49,0.64,79.3329
6324.02197,7599.95874,11511.36035,13461.77686,36048.66602,33663.85157,7,mit+bot,60.32,0.6,76.5032
5431.02344,6990.533205,10766.20166,12709.99414,35379.41406,33300.28321,7,mit+bot,58.65,0.68,82.6175
5843.329835,7333.67334,11120.77002,13128.59473,36011.96094,33862.16211,7,mit+bot,58.32,0.72,85.233
5737.76343,8069.205565,12261.15039,14473.12061,35988.32813,33687.11133,7,mit+bot,61.19,0.64,79.101
5025.356445,7211.896485,11200.02002,13172.48389,36721.43946,34163.91211,7,mit+bot,58.7,0.58,75.5808
5575.098385,7648.128175,11251.99609,13166.82129,33926.26367,31741.95215,8,mit+bot,59.12,0.55,73.069
5409.113525,7145.866455,10522.27539,12304.60694,34203.82032,31836.82325,8,mit+bot,59.7,0.57,74.4373
4972.905275,7501.99585,11327.64404,13389.57178,34603.05859,32789.20313,8,mit+bot,59.2,0.51,69.6794
4824.846925,7473.851805,10780.61084,12654.77832,29789.06152,28543.27344,8,mit+bot,59.47,0.58,75.2973
5462.892575,7074.96509,10517.64405,12242.31202,32440.9336,30318.27539,8,mit+bot,58.65,0.53,71.6132
5354.67041,7697.38037,11168.11426,13116.79688,33829.21973,32240.17676,8,mit+bot,57.55,0.53,72.0579
4847.420895,7250.32373,10548.00635,12368.78907,34087.16504,31839.27149,8,mit+bot,60.15,0.55,72.6691
5089.758545,7549.082765,10727.09131,12622.21533,33287.68262,31339.20997,8,mit+bot,58.66,0.56,74.0446
5217.235105,7331.5083,10690.03955,12468.83838,31903.41895,30000.61231,8,mit+bot,60.3,0.6,76.5103
4959.626465,7464.10986,11490.77588,13606.6587,36028.55469,34203.69727,8,mit+bot,60.39,0.68,82.0736
5358.654055,8523.298095,12094.41602,14363.6333,34557.80469,33000.36719,8,mit+bot,59.42,0.6,76.8227
5548.540775,7667.612305,11049.75342,12840.71826,34378.29883,31875.38184,8,mit+bot,54.64,0.68,83.8841
5915.03516,8185.02881,11558.70459,13482.54151,34564.3418,32502.14258,8,mit+bot,60.86,0.66,80.59
6816.000975,8609.35376,11954.44141,13839.792,34696.08203,31867.42481,8,mit+bot,56.92,0.64,80.5231
5436.334965,7136.124265,10703.93409,12595.78662,35356.78711,32721.2627,8,mit+bot,58.81,0.62,78.4889
6390.41577,8228.868655,11868.50147,13870.46778,36757.64258,34361,8,mit+bot,59.44,0.58,75.3084
5222.54639,7734.18408,11184.0669,13088.95264,35505.11914,33066.47168,8,mit+bot,58.37,0.62,78.6404
6031.22461,7697.38037,10746.13233,12477.80518,34192.25391,31841.71778,8,mit+bot,60.26,0.65,80.1014
5419.736575,8098.431885,11571.05518,13506.60986,35370.86524,33226.83301,8,mit+bot,62.23,0.57,73.4926
5462.22876,7454.367675,11257.1416,13318.78272,36799.88086,34447.30078,8,mit+bot,60,0.67,81.5359
6706.45093,8667.264895,12300.26074,14280.10156,34822.79102,32760.43555,9,mit+bot,60,0.42,60.6026
5395.834715,7725.52417,11249.93701,13379.18946,34903.74512,32604.3584,9,mit+bot,57.84,0.38,57.2976
5254.415775,7769.364015,12206.60156,14500.96436,37221.74414,34736.19727,9,mit+bot,58.43,0.4,59.2421
5805.48511,7765.033935,11212.37061,13194.66504,33863.91407,31511.8125,9,mit+bot,58.05,0.45,64.6469
5071.832275,7248.158935,11593.69824,13751.06934,35454.33399,33204.18653,9,mit+bot,59.78,0.47,65.7744
5419.07251,8294.898685,11809.83496,14113.51074,36610.82031,35503.1211,9,mit+bot,54.74,0.46,67.1619
5626.221435,8666.723875,12104.70801,14272.55078,34274.71876,33172.97168,9,mit+bot,59.46,0.5,68.6862
5384.54785,7456.53247,11257.1416,13349.92969,35025.93067,33256.21289,9,mit+bot,59.22,0.48,66.9693
5768.30469,7372.10083,10897.94239,12675.0708,34547.2461,32001.46875,9,mit+bot,59.39,0.5,68.7162
5699.918945,8326.831055,11925.62305,14088.49854,34009.22949,32412.7793,9,mit+bot,61.43,0.52,69.627
5549.20459,8257.553715,11855.63575,14171.08594,33806.09082,32675.97071,9,mit+bot,59.68,0.6,76.7303
4964.937985,7908.459965,11618.91455,13838.37598,33680.38574,32347.29004,9,mit+bot,57.92,0.5,69.3463
5382.55591,7747.7146,11661.11231,13826.10645,34799.15918,33045.66114,9,mit+bot,60.37,0.53,70.9193
6034.544435,8405.85083,11819.09815,13951.16748,34242.03516,32684.53906,9,mit+bot,58.19,0.45,64.58
6004.66699,7649.210695,11212.37061,13269.70166,35000.28809,33204.79981,9,mit+bot,59.76,0.78,88.3557
5677.34497,7656.78809,11460.92823,13619.40088,34419.02832,32863.2627,9,mit+bot,59.84,0.57,74.385
6782.803955,8115.210205,11911.21387,13920.02002,35977.76954,33904.39454,9,mit+bot,58.28,0.6,77.2283
5403.13794,7166.974365,11246.84961,13354.64893,35497.57715,33303.95508,9,mit+bot,59.13,0.56,73.8652
6002.67529,8161.756105,12193.73633,14585.91162,34290.30664,33085.44532,9,mit+bot,61.17,0.6,76.2021
5777.59961,8189.358645,12028.03076,14329.6543,36268.39844,34378.13672,9,mit+bot,58.74,0.51,69.8726
5749.050295,7517.69165,11149.5879,13129.53858,34307.9043,32276.90039,10,mit+bot,57.88,0.44,63.7384
4624.33716,7231.92212,11453.72363,13634.50293,35001.29297,33210.30664,10,mit+bot,58.65,0.48,67.224
5095.070065,6997.027835,11197.96143,13313.11915,36232.19532,34185.94727,10,mit+bot,56.42,0.45,65.4248
5581.07373,7629.1853,11785.13428,13847.34278,36838.09571,34639.49024,10,mit+bot,57.56,0.41,60.7946
5552.524415,7196.74194,11184.0669,13100.27881,35728.875,33310.07618,10,mit+bot,57.56,0.42,61.8528
6035.208255,7322.84863,11137.23731,13013.91651,34953.02344,32496.63477,10,mit+bot,58.04,0.46,65.6208
5397.826415,7855.419435,11268.46338,13299.4336,32642.0625,31293.91699,10,mit+bot,58.58,0.45,64.3939
5254.415525,7384.007815,11394.54346,13432.51758,35294.93946,33149.71094,10,mit+bot,59.26,0.42,60.9821
5215.24316,7546.376955,11744.47999,13806.75684,35408.07422,33415.35059,10,mit+bot,59.14,0.41,59.9654
5436.33496,7448.414305,11867.98633,14039.41797,37207.16406,35241.76758,10,mit+bot,56.93,0.43,63.2005
5177.39868,7524.18628,11364.69581,13476.40674,35018.38868,33281.91895,10,mit+bot,58.85,0.45,64.265
5223.21045,7103.10913,10605.12842,12526.41309,34397.90918,32869.38379,10,mit+bot,58.59,0.56,74.0714
4952.323245,7503.61963,11616.34131,13795.43067,35241.13672,33277.02247,10,mit+bot,60,0.55,72.7273
5472.851805,7813.203365,11678.60938,13690.66211,35229.07031,33008.32422,10,mit+bot,59.87,0.55,72.7777
5114.324465,7132.876705,11321.46827,13285.2754,36593.72461,34118.61816,10,mit+bot,58.07,0.5,69.2819
5601.65576,7289.292235,11561.79199,13494.34033,34622.66992,32003.91797,10,mit+bot,57.62,0.56,74.4422
5055.233885,7030.04297,10768.77491,12665.16016,33145.8877,31240.66602,10,mit+bot,57.29,0.52,71.3307
6155.38135,8023.74219,11917.90381,13994.58496,36583.16406,34304.6875,10,mit+bot,59.52,0.52,70.412
5075.81592,6814.09204,10279.37842,12175.77002,33923.24707,32204.06446,10,mit+bot,57.53,0.57,75.2513
5361.973635,7435.42456,11671.40479,13938.89697,35765.07618,33920.91992,10,mit+bot,58.95,0.5,68.9047
5826.731445,7142.618895,10906.69092,12723.67969,34051.46485,31711.95996,11,mit+bot,57.93,0.45,64.7041
4650.230955,6560.79614,10258.2793,12147.92627,35314.55078,32604.97071,11,mit+bot,57.93,0.52,71.0668
5495.425535,7457.07373,11317.86572,13394.29053,35588.58594,33371.28126,11,mit+bot,59.36,0.48,66.9068
5634.852785,7749.87964,11847.91651,13943.14453,36692.27735,34427.71485,11,mit+bot,57.4,0.53,72.1186
5722.49292,7920.36719,11834.53663,13954.94287,35028.94727,33400.04883,11,mit+bot,60.97,0.46,64.2531
5521.319095,7951.758305,11901.43652,14142.77051,35091.29883,33654.0586,11,mit+bot,58.38,0.42,61.433
6047.822995,8327.913815,11663.68555,13481.59766,33081.02344,31088.87305,11,mit+bot,57.44,0.52,71.2689
5899.764645,8529.79248,12050.67383,14044.13721,34907.26563,33134.41113,11,mit+bot,60.78,0.46,64.3418
5229.18579,8125.49365,11766.60791,13896.42383,36187.44531,34288.16211,11,mit+bot,58.36,0.5,69.1576
5499.40918,8200.724365,11953.41211,14079.53174,36473.54883,34742.93165,11,mit+bot,59.24,0.5,68.7804
6204.5127,7469.52222,10917.49756,12637.3169,34301.36914,31680.13282,11,mit+bot,58.99,0.49,67.9893
6037.864015,8115.20996,11222.6626,13095.08789,33032.25,31154.36524,11,mit+bot,58.99,0.55,73.1196
5177.39868,7347.2041,10499.63232,12357.93457,34025.82324,31842.94239,11,mit+bot,58.19,0.47,66.5004
6484.69507,9073.72949,12572.49024,14793.56055,36140.68164,34612.56055,11,mit+bot,58.19,0.5,69.2305
6687.860595,8482.705565,12323.41846,14565.14698,35892.79297,34298.56836,11,mit+bot,56.36,0.47,67.3364
6472.08032,8199.10083,12274.53027,14387.22949,37419.35352,35403.35352,11,mit+bot,59.87,0.52,70.2681
5840.67383,7743.92578,11167.08496,13110.18945,35205.94141,33103.80762,11,mit+bot,59.84,0.57,74.385
6382.44849,8131.98828,11493.86328,13374.47022,34478.36133,32140.40821,11,mit+bot,59.68,0.52,70.3462
5343.3833,7646.50464,11183.55225,13168.23682,35056.60352,32984.45313,11,mit+bot,58.29,0.57,74.9658
5476.835207,7319.60132,10910.29346,12814.76221,36570.08985,34310.8086,11,mit+bot,58,0.52,71.0379
5549.20459,7300.116945,11463.50147,13417.41553,34785.08008,32713.91895,12,mit+bot,59.36,0.44,63.0156
6304.767575,7613.489505,11518.0503,13402.78613,34675.4668,32276.28907,12,mit+bot,56.89,0.43,63.2204
5634.188965,7012.72339,10897.94238,12731.70264,36182.41602,33294.77344,12,mit+bot,57.59,0.48,67.6978
6243.6853,7903.588865,12151.53809,14182.4126,37029.16602,34192.67969,12,mit+bot,57.85,0.49,68.4882
6254.971925,7899.800295,11662.1416,13787.87988,34180.18946,32611.7041,12,mit+bot,58.42,0.5,69.1319
5000.126705,6662.006105,10734.81055,12714.24121,34057.5,32097.56446,12,mit+bot,60.25,0.49,67.4383
5615.59863,6872.544925,10606.67188,12526.41358,34036.88477,31699.10547,12,mit+bot,61.26,0.5,67.9156
6571.00708,8347.39795,11708.97119,13530.20655,35558.92188,32988.73829,12,mit+bot,57.32,0.42,61.9756
5927.6499,8412.886965,11562.82178,13476.87842,35098.83985,33231.73047,12,mit+bot,59.68,0.49,67.6875
5874.534915,7367.22949,11104.8169,12897.82178,35326.11524,32952.62598,12,mit+bot,59.22,0.42,61.0026
5611.61499,6767.004885,10502.72022,12286.67383,36106.99415,33135.02344,12,mit+bot,59.22,0.5,68.789
4944.355955,6647.934325,10825.38233,12681.20606,35428.18555,33010.77344,12,mit+bot,59.46,0.48,66.8621
5693.94336,7282.256345,11457.84034,13444.78711,35041.01563,33109.31543,12,mit+bot,62.95,0.47,64.3269
5643.48413,7839.182375,11725.43897,13690.19043,35248.67969,32959.35938,12,mit+bot,57.99,0.5,69.3163
6510.588865,8100.05566,12065.59766,14077.17237,37144.81446,34924.71485,12,mit+bot,58.23,0.47,66.4821
5531.942385,8346.315675,11951.86817,14021.0127,35766.08203,34032.92969,12,mit+bot,61.14,0.48,66.1117
6213.80786,7105.815185,10742.5293,12512.72754,35974.25001,32892.64356,12,mit+bot,57.97,0.44,63.6945
5743.73877,7745.008545,12029.06055,14164.95118,37524.94532,34980.41211,12,mit+bot,55.92,0.45,65.6635
6339.29248,8161.756105,11919.9624,13868.58008,36794.34961,34669.48242,12,mit+bot,58.21,0.5,69.2219
6014.62598,7192.41211,10932.42188,12795.88526,35562.94336,33144.81543,12,mit+bot,57.85,0.48,67.5816
5505.384765,7634.05591,11555.10205,13534.45362,34802.67774,32693.1084,13,mit+bot,60.31,0.55,72.607
5751.04199,7378.053955,11363.66651,13232.8916,33361.59766,30864.24317,13,mit+bot,60,0.52,70.2146
5591.03296,7150.196045,11091.95117,13025.24268,35237.61719,32953.84961,13,mit+bot,57.66,0.47,66.7424
6178.61914,7463.568605,11316.32227,13321.14209,35775.13281,33072.5918,13,mit+bot,57.4,0.5,69.5694
6000.68335,7073.88257,10833.61572,12593.42725,34667.92383,32311.78809,13,mit+bot,57.59,0.46,65.8309
5764.98486,7466.27466,11161.93848,12967.19531,33626.08008,31688.70118,13,mit+bot,57.93,0.5,69.342
5862.583985,7379.67798,11156.79248,12912.45118,34074.09376,31449.38086,13,mit+bot,58.09,0.52,71.0009
6334.644775,8227.78613,11946.72217,13833.65674,35042.02149,32680.86719,13,mit+bot,57.69,0.5,69.4449
5903.748045,7969.6189,11680.15333,13574.09619,34193.76368,31988.00391,13,mit+bot,60,0.42,60.6026
5984.08472,7210.27295,10884.04785,12640.14844,35654.95899,33594.0752,13,mit+bot,61.38,0.5,67.8642
5717.845215,6917.46704,11002.40869,12906.78858,36430.81055,33676.70508,13,mit+bot,60,0.43,61.6654
5883.16626,7864.620605,11805.71875,13743.51807,36927.59571,34579.50781,13,mit+bot,57.13,0.43,63.1006
5859.92822,8006.96411,11771.75391,13799.67774,35545.84571,33521.85059,13,mit+bot,60.93,0.47,65.2494
5366.621335,7333.13208,11282.35791,13323.97364,34435.6211,32404.82422,13,mit+bot,58.45,0.51,69.9944
5921.67456,8592.575195,12235.41993,14441.50196,35113.42188,33796.0586,13,mit+bot,59.64,0.5,68.6091
