R_610nm,S_680nm,T_730nm,U_760nm,V_810nm,W_860nm,DATE,location,weight,height,HU
5896.44507,7361.27588,11339.47949,13163.51758,35810.33008,32516.83106,13,mit+top,57.59,0.46,65.8309
6932.190185,8509.76709,12194.76514,14143.71436,34520.5957,31789.08106,13,mit+top,57.93,0.5,69.342
6048.48706,8723.553225,12588.9585,14757.22217,35652.44532,33230.50586,13,mit+top,58.09,0.52,71.0009
6461.457275,8535.74658,12381.56934,14422.15235,35108.89649,32421.96094,13,mit+top,57.69,0.5,69.4449
6195.21753,8534.122075,12460.81983,14726.0752,35658.47852,33432.48828,13,mit+top,60,0.42,60.6026
6535.81836,7947.96997,11522.68164,13369.27881,36057.71875,33409.23047,13,mit+top,61.38,0.5,67.8642
5828.723145,7327.178465,11365.21045,13388.62793,36493.66407,33669.97266,13,mit+top,60,0.43,61.6654
6999.91211,8563.890135,12113.45655,14061.59864,36730.49024,33845.63574,13,mit+top,57.13,0.43,63.1006
6177.29126,8206.13696,11881.3667,13962.49365,35996.87696,33217.65137,13,mit+top,60.93,0.47,65.2494
5581.73755,7835.9353,12099.56201,14249.89844,35628.31055,32451.95313,13,mit+top,58.45,0.51,69.9944
5725.8125,8977.931155,12475.74366,14847.36084,34872.57031,33340.67871,13,mit+top,59.64,0.5,68.6091
5936.94507,8137.94165,11862.84082,13983.73047,36609.81446,34204.92188,13,mit+top,60.93,0.55,72.3666
4982.20044,7014.888425,10844.42285,12776.53565,34437.63282,31584.03809,13,mit+top,57.62,0.44,63.8654
6013.96216,7707.122315,11923.56446,14192.79492,35892.79297,33677.31641,13,mit+top,61.07,0.5,67.9969
5723.15674,7307.694095,11515.47706,13744.4624,37937.76172,34615.00977,13,mit+top,56.41,0.53,72.5196
5584.39331,8574.715085,12306.43604,14646.31885,37306.7207,35058.75977,13,mit+top,59.64,0.48,66.7817
6916.255615,7727.147705,11067.25,12890.27051,33439.03126,31077.85547,14,mit+top,61.81,0.53,70.3394
6513.90845,7858.12549,11144.44141,13270.64551,35184.32032,32999.75391,14,mit+top,58.8,0.45,64.2889
